Date,T (degC)
2010-01-18,2.2625
2010-01-19,0.7620833333333334
2010-01-20,-0.21000000000000005
2010-01-21,-5.9975
2010-01-22,-6.463749999999997
2010-01-23,-5.83625
2010-01-24,-5.6000000000000005
2010-01-25,-5.5837499999999975
2010-01-26,-11.824999999999998
2010-01-27,-11.319166666666668
2010-01-28,-0.5362499999999999
2010-01-29,0.028749999999999987
2010-01-30,-2.1470833333333332
2010-01-31,-4.675833333333334
2010-02-01,-2.290833333333333
2010-02-02,-1.8695833333333336
2010-02-03,0.5370833333333331
2010-02-04,0.25458333333333344
2010-02-05,-0.6633333333333333
2010-02-06,-0.04583333333333338
2010-02-07,-4.941666666666666
2010-02-08,-7.0545833333333325
2010-02-09,-6.854583333333332
2010-02-10,-6.712083333333335
2010-02-11,-6.4558333333333335
2010-02-12,-3.705416666666667
2010-02-13,-4.790416666666665
2010-02-14,-4.791666666666667
2010-02-15,-4.651666666666667
2010-02-16,-5.610833333333333
2010-02-17,-5.189583333333331
2010-02-18,1.6791666666666665
2010-02-19,1.43375
2010-02-20,0.8745833333333333
2010-02-21,-0.2691666666666668
2010-02-22,2.370416666666667
2010-02-23,3.83375
2010-02-24,2.8975000000000004
2010-02-25,5.874999999999999
2010-02-26,6.76625
2010-02-27,5.0008333333333335
2010-02-28,7.827083333333332
2010-03-01,4.214166666666666
2010-03-02,1.81875
2010-03-03,1.2337499999999997
2010-03-04,-2.120416666666667
2010-03-05,-3.279166666666667
2010-03-06,-3.9470833333333335
2010-03-07,-4.606249999999998
2010-03-08,-4.008333333333334
2010-03-09,-5.6825
2010-03-10,-2.7779166666666666
2010-03-11,-3.7275
2010-03-12,0.4295833333333329
2010-03-13,2.416666666666666
2010-03-14,3.6295833333333336
2010-03-15,1.5995833333333331
2010-03-16,2.5620833333333333
2010-03-17,5.74875
2010-03-18,7.300416666666668
2010-03-19,10.086666666666666
2010-03-20,11.732500000000002
2010-03-21,11.049166666666665
2010-03-22,7.795000000000003
2010-03-23,7.782083333333335
2010-03-24,9.369166666666667
2010-03-25,12.962083333333334
2010-03-26,12.199166666666665
2010-03-27,7.536666666666669
2010-03-28,7.690833333333333
2010-03-29,8.740833333333335
2010-03-30,11.852083333333333
2010-03-31,7.259166666666665
2010-04-01,5.141249999999999
2010-04-02,4.494583333333334
2010-04-03,6.481666666666667
2010-04-04,8.506666666666668
2010-04-05,6.73125
2010-04-06,7.869583333333334
2010-04-07,10.279166666666667
2010-04-08,10.962083333333334
2010-04-09,9.004583333333334
2010-04-10,5.8933333333333335
2010-04-11,3.3129166666666667
2010-04-12,4.96
2010-04-13,8.05625
2010-04-14,5.765833333333332
2010-04-15,4.603750000000002
2010-04-16,5.96875
2010-04-17,7.180833333333332
2010-04-18,10.013749999999998
2010-04-19,9.238749999999998
2010-04-20,10.766666666666667
2010-04-21,5.244166666666667
2010-04-22,5.451666666666665
2010-04-23,7.155833333333334
2010-04-24,10.332916666666668
2010-04-25,13.804583333333332
2010-04-26,12.195
2010-04-27,12.218750000000002
2010-04-28,12.269583333333333
2010-04-29,16.279583333333335
2010-04-30,16.830416666666668
2010-05-01,12.545833333333334
2010-05-02,10.130416666666667
2010-05-03,10.712083333333332
2010-05-04,7.7262499999999985
2010-05-05,6.4816666666666665
2010-05-06,5.30125
2010-05-07,6.5720833333333335
2010-05-08,9.384166666666664
2010-05-09,10.031666666666666
2010-05-10,8.336249999999998
2010-05-11,8.680000000000001
2010-05-12,10.569166666666666
2010-05-13,7.551666666666668
2010-05-14,6.8162499999999975
2010-05-15,5.662916666666668
2010-05-16,9.61375
2010-05-17,10.38
2010-05-18,9.266666666666667
2010-05-19,7.242916666666666
2010-05-20,9.74
2010-05-21,13.158333333333333
2010-05-22,13.691666666666668
2010-05-23,16.697916666666664
2010-05-24,16.581666666666663
2010-05-25,14.133333333333335
2010-05-26,10.841249999999995
2010-05-27,11.9925
2010-05-28,12.908749999999998
2010-05-29,13.708333333333336
2010-05-30,13.133333333333338
2010-05-31,9.128749999999998
2010-06-01,9.681666666666667
2010-06-02,10.7525
2010-06-03,15.639166666666664
2010-06-04,15.67875
2010-06-05,18.075
2010-06-06,20.98
2010-06-07,18.418333333333333
2010-06-08,19.16666666666666
2010-06-09,22.759166666666665
2010-06-10,23.40791666666667
2010-06-11,21.46208333333333
2010-06-12,16.48333333333333
2010-06-13,13.871250000000005
2010-06-14,13.777499999999998
2010-06-15,14.72625
2010-06-16,14.376666666666665
2010-06-17,16.45416666666667
2010-06-18,16.31875
2010-06-19,11.7475
2010-06-20,12.184583333333334
2010-06-21,11.752083333333333
2010-06-22,13.511666666666665
2010-06-23,15.6275
2010-06-24,19.042083333333334
2010-06-25,18.636666666666667
2010-06-26,18.4225
2010-06-27,18.612083333333327
2010-06-28,20.5875
2010-06-29,22.116250000000004
2010-06-30,22.01166666666667
2010-07-01,22.51166666666667
2010-07-02,24.4975
2010-07-03,25.71458333333333
2010-07-04,21.83583333333333
2010-07-05,20.604166666666664
2010-07-06,16.123333333333335
2010-07-07,17.197499999999998
2010-07-08,21.235416666666666
2010-07-09,24.86
2010-07-10,26.897500000000004
2010-07-11,27.656666666666666
2010-07-12,26.17958333333333
2010-07-13,22.49208333333333
2010-07-14,25.129166666666666
2010-07-15,22.035416666666666
2010-07-16,24.95666666666667
2010-07-17,20.381666666666664
2010-07-18,18.949583333333337
2010-07-19,18.580416666666668
2010-07-20,20.52083333333333
2010-07-21,25.065
2010-07-22,22.337083333333336
2010-07-23,17.758750000000006
2010-07-24,16.450833333333335
2010-07-25,15.57333333333333
2010-07-26,15.01208333333333
2010-07-27,17.584583333333327
2010-07-28,16.302083333333336
2010-07-29,14.68583333333333
2010-07-30,15.943333333333335
2010-07-31,17.828333333333333
2010-08-01,20.740000000000006
2010-08-02,18.970833333333328
2010-08-03,15.678333333333333
2010-08-04,16.224166666666665
2010-08-05,16.453333333333333
2010-08-06,14.082499999999998
2010-08-07,17.778333333333336
2010-08-08,17.064583333333335
2010-08-09,17.097083333333334
2010-08-10,18.9175
2010-08-11,17.00875
2010-08-12,15.415833333333332
2010-08-13,16.065416666666668
2010-08-14,15.978333333333332
2010-08-15,15.009999999999998
2010-08-16,14.939583333333333
2010-08-17,13.501249999999995
2010-08-18,15.73
2010-08-19,16.187916666666666
2010-08-20,17.439999999999994
2010-08-21,20.65166666666667
2010-08-22,21.385833333333334
2010-08-23,18.978333333333328
2010-08-24,17.578333333333337
2010-08-25,15.332916666666668
2010-08-26,17.641666666666666
2010-08-27,18.320833333333333
2010-08-28,13.341250000000002
2010-08-29,11.6275
2010-08-30,9.107916666666666
2010-08-31,12.172916666666673
2010-09-01,11.777083333333332
2010-09-02,12.755416666666667
2010-09-03,13.22125
2010-09-04,11.17
2010-09-05,10.069166666666666
2010-09-06,10.460416666666667
2010-09-07,12.342916666666667
2010-09-08,13.754583333333333
2010-09-09,13.8275
2010-09-10,14.439583333333333
2010-09-11,13.952083333333334
2010-09-12,15.387916666666667
2010-09-13,13.616666666666667
2010-09-14,12.555833333333332
2010-09-15,14.1375
2010-09-16,12.482083333333335
2010-09-17,11.277500000000002
2010-09-18,9.312083333333335
2010-09-19,9.466666666666663
2010-09-20,11.115416666666668
2010-09-21,12.757083333333336
2010-09-22,13.09291666666667
2010-09-23,14.4075
2010-09-24,16.22625
2010-09-25,10.497916666666663
2010-09-26,9.045
2010-09-27,8.308333333333332
2010-09-28,9.194583333333334
2010-09-29,8.266250000000001
2010-09-30,8.491666666666667
2010-10-01,9.956666666666663
2010-10-02,11.311666666666667
2010-10-03,13.337916666666667
2010-10-04,11.1475
2010-10-05,12.68625
2010-10-06,13.699999999999998
2010-10-07,12.31125
2010-10-08,12.247083333333334
2010-10-09,10.317083333333333
2010-10-10,6.617916666666668
2010-10-11,5.417916666666668
2010-10-12,3.722083333333334
2010-10-13,4.888750000000002
2010-10-14,6.086249999999999
2010-10-15,8.199583333333333
2010-10-16,6.11375
2010-10-17,5.224166666666666
2010-10-18,2.0616666666666665
2010-10-19,3.4820833333333336
2010-10-20,4.9425
2010-10-21,4.327083333333333
2010-10-22,4.115833333333334
2010-10-23,5.007083333333333
2010-10-24,7.442083333333333
2010-10-25,3.8791666666666655
2010-10-26,3.9220833333333327
2010-10-27,5.054166666666666
2010-10-28,8.62416666666667
2010-10-29,7.6620833333333325
2010-10-30,9.152083333333334
2010-10-31,8.484583333333333
2010-11-01,7.386666666666666
2010-11-02,6.495416666666667
2010-11-03,10.37625
2010-11-04,14.457083333333335
2010-11-05,13.145416666666666
2010-11-06,9.659166666666668
2010-11-07,4.07
2010-11-08,2.0579166666666664
2010-11-09,3.7383333333333333
2010-11-10,4.987916666666666
2010-11-11,4.554583333333333
2010-11-12,9.295416666666666
2010-11-13,13.671666666666667
2010-11-14,13.700833333333335
2010-11-15,8.774166666666668
2010-11-16,3.1945833333333336
2010-11-17,2.1283333333333334
2010-11-18,3.3083333333333336
2010-11-19,4.355833333333334
2010-11-20,3.6133333333333337
2010-11-21,0.14416666666666658
2010-11-22,0.9170833333333334
2010-11-23,1.373333333333333
2010-11-24,0.3879166666666669
2010-11-25,-0.5570833333333334
2010-11-26,-1.6583333333333332
2010-11-27,-5.61375
2010-11-28,-5.342083333333334
2010-11-29,-3.835416666666666
2010-11-30,-5.373333333333334
2010-12-01,-11.009166666666665
2010-12-02,-11.36875
2010-12-03,-11.822083333333332
2010-12-04,-9.855833333333337
2010-12-05,-2.3025
2010-12-06,-1.3858333333333333
2010-12-07,-3.9208333333333347
2010-12-08,-3.375833333333333
2010-12-09,-2.0975
2010-12-10,-1.7499999999999998
2010-12-11,2.520833333333333
2010-12-12,-0.12624999999999975
2010-12-13,-6.131666666666665
2010-12-14,-5.5058333333333325
2010-12-15,-6.472083333333333
2010-12-16,-6.1099999999999985
2010-12-17,-4.891666666666667
2010-12-18,-9.117083333333337
2010-12-19,-4.63625
2010-12-20,-1.7758333333333332
2010-12-21,-4.109166666666667
2010-12-22,-0.7095833333333336
2010-12-23,-0.7800000000000001
2010-12-24,-2.8149999999999995
2010-12-25,-7.259583333333333
2010-12-26,-9.890833333333333
2010-12-27,-4.559583333333333
2010-12-28,-5.762916666666667
2010-12-29,-13.154999999999996
2010-12-30,-10.366666666666667
2010-12-31,-4.215416666666667
2011-01-01,-0.3295833333333333
2011-01-02,-0.3516666666666666
2011-01-03,-1.5566666666666669
2011-01-04,-5.906666666666666
2011-01-05,-7.401249999999997
2011-01-06,1.6066666666666665
2011-01-07,5.619583333333333
2011-01-08,7.638333333333333
2011-01-09,5.506666666666668
2011-01-10,-2.445
2011-01-11,-0.5362499999999999
2011-01-12,3.5908333333333324
2011-01-13,5.874583333333333
2011-01-14,9.871666666666668
2011-01-15,7.743333333333332
2011-01-16,5.754583333333335
2011-01-17,1.5837499999999995
2011-01-18,5.684583333333332
2011-01-19,1.3233333333333333
2011-01-20,-0.6479166666666667
2011-01-21,-2.15375
2011-01-22,-2.330833333333333
2011-01-23,-1.2741666666666664
2011-01-24,0.5158333333333333
2011-01-25,0.9016666666666668
2011-01-26,0.16708333333333333
2011-01-27,-2.7558333333333334
2011-01-28,-2.99
2011-01-29,-5.749583333333335
2011-01-30,-6.3133333333333335
2011-01-31,-6.2958333333333325
2011-02-01,-5.7366666666666655
2011-02-02,-3.418333333333333
2011-02-03,-0.3149999999999999
2011-02-04,3.377083333333333
2011-02-05,8.2025
2011-02-06,8.334166666666668
2011-02-07,4.7250000000000005
2011-02-08,5.777916666666667
2011-02-09,0.024166666666666742
2011-02-10,1.0620833333333333
2011-02-11,7.44
2011-02-12,-0.4133333333333333
2011-02-13,1.5254166666666669
2011-02-14,1.866666666666667
2011-02-15,1.2587499999999998
2011-02-16,2.5700000000000003
2011-02-17,-1.9995833333333333
2011-02-18,-2.932500000000001
2011-02-19,-3.2479166666666672
2011-02-20,-6.147916666666666
2011-02-21,-8.905416666666667
2011-02-22,-9.654583333333333
2011-02-23,-9.077916666666663
2011-02-24,-3.105833333333333
2011-02-25,-0.10041666666666668
2011-02-26,0.2275000000000001
2011-02-27,1.001666666666667
2011-02-28,1.4554166666666666
2011-03-01,-0.07958333333333341
2011-03-02,-0.3316666666666667
2011-03-03,-1.0545833333333332
2011-03-04,-0.13374999999999995
2011-03-05,-0.2741666666666663
2011-03-06,0.12499999999999985
2011-03-07,-0.9454166666666666
2011-03-08,2.3779166666666667
2011-03-09,5.579166666666668
2011-03-10,6.465833333333332
2011-03-11,7.072083333333333
2011-03-12,5.919999999999997
2011-03-13,8.405833333333332
2011-03-14,9.244583333333333
2011-03-15,8.927916666666668
2011-03-16,4.4245833333333335
2011-03-17,4.6350000000000025
2011-03-18,3.4404166666666662
2011-03-19,2.9800000000000004
2011-03-20,1.8104166666666668
2011-03-21,4.015416666666667
2011-03-22,5.868750000000001
2011-03-23,6.7558333333333325
2011-03-24,7.210833333333331
2011-03-25,7.645
2011-03-26,4.3100000000000005
2011-03-27,3.652916666666668
2011-03-28,4.9125
2011-03-29,6.498333333333334
2011-03-30,8.912083333333337
2011-03-31,10.490833333333333
2011-04-01,13.56
2011-04-02,14.534583333333332
2011-04-03,15.334999999999996
2011-04-04,9.2625
2011-04-05,8.9075
2011-04-06,13.672083333333335
2011-04-07,14.451666666666668
2011-04-08,10.507083333333334
2011-04-09,9.019166666666667
2011-04-10,8.972083333333336
2011-04-11,12.011250000000002
2011-04-12,8.632083333333332
2011-04-13,6.413333333333331
2011-04-14,6.0079166666666675
2011-04-15,6.517083333333333
2011-04-16,8.929166666666667
2011-04-17,9.672916666666666
2011-04-18,10.040833333333332
2011-04-19,12.102083333333335
2011-04-20,13.42125
2011-04-21,14.643749999999995
2011-04-22,15.275
2011-04-23,15.610416666666666
2011-04-24,14.618333333333332
2011-04-25,11.04
2011-04-26,8.930833333333334
2011-04-27,10.504166666666668
2011-04-28,12.921250000000002
2011-04-29,14.020833333333336
2011-04-30,13.033333333333333
2011-05-01,9.368333333333334
2011-05-02,5.5770833333333325
2011-05-03,4.838333333333333
2011-05-04,4.5425
2011-05-05,8.02375
2011-05-06,12.254166666666668
2011-05-07,15.42875
2011-05-08,14.845833333333335
2011-05-09,16.526666666666667
2011-05-10,17.310416666666665
2011-05-11,16.231666666666666
2011-05-12,14.347083333333336
2011-05-13,12.929583333333332
2011-05-14,12.715833333333334
2011-05-15,10.13625
2011-05-16,10.2425
2011-05-17,14.1725
2011-05-18,16.26083333333333
2011-05-19,16.562916666666666
2011-05-20,15.609583333333333
2011-05-21,16.45791666666667
2011-05-22,18.483333333333334
2011-05-23,15.69791666666667
2011-05-24,15.435
2011-05-25,12.691249999999995
2011-05-26,16.89625
2011-05-27,13.651666666666666
2011-05-28,12.785416666666668
2011-05-29,16.963749999999994
2011-05-30,21.144166666666667
2011-05-31,18.879166666666666
2011-06-01,11.005
2011-06-02,14.955416666666665
2011-06-03,17.603750000000005
2011-06-04,20.835833333333333
2011-06-05,21.8525
2011-06-06,18.805
2011-06-07,18.60583333333333
2011-06-08,15.82416666666667
2011-06-09,14.967083333333333
2011-06-10,14.288333333333332
2011-06-11,14.294166666666667
2011-06-12,15.387916666666667
2011-06-13,15.799583333333333
2011-06-14,16.304166666666667
2011-06-15,18.617916666666666
2011-06-16,19.01333333333334
2011-06-17,16.589583333333334
2011-06-18,15.124583333333335
2011-06-19,13.304583333333332
2011-06-20,13.872916666666667
2011-06-21,16.75125
2011-06-22,17.642916666666668
2011-06-23,16.053333333333335
2011-06-24,13.556666666666667
2011-06-25,12.839166666666667
2011-06-26,17.508333333333336
2011-06-27,20.2025
2011-06-28,21.52875
2011-06-29,20.957916666666666
2011-06-30,13.427083333333336
2011-07-01,11.047083333333333
2011-07-02,11.139583333333334
2011-07-03,10.909166666666666
2011-07-04,14.457499999999998
2011-07-05,15.566250000000002
2011-07-06,19.20625
2011-07-07,20.360833333333336
2011-07-08,18.230833333333333
2011-07-09,20.8225
2011-07-10,19.697500000000005
2011-07-11,18.90625
2011-07-12,19.61458333333334
2011-07-13,19.868333333333336
2011-07-14,15.209166666666665
2011-07-15,15.059583333333334
2011-07-16,18.43125
2011-07-17,16.594583333333333
2011-07-18,14.797083333333335
2011-07-19,17.16875
2011-07-20,18.08875
2011-07-21,15.512083333333333
2011-07-22,13.619166666666667
2011-07-23,13.012083333333335
2011-07-24,13.114166666666666
2011-07-25,13.169999999999995
2011-07-26,16.18625
2011-07-27,19.114166666666673
2011-07-28,18.10875
2011-07-29,16.782083333333333
2011-07-30,12.9625
