date,store_id,day_of_week,is_open,has_promo,is_state_holiday,is_school_holiday,future,year,calender_week,christmas,easter,public_holiday,is_state_holiday_bool,was_open_last_day,last_promo_since_days,next_promo_in_days,state_holidays_in_last_7_days,state_holidays_in_next_7_days,school_holidays_in_last_7_days,school_holidays_in_next_7_days,last_state_holiday_since_days,last_school_holiday_since_days,next_state_holiday_in_days,next_school_holiday_in_days,cosinus_day,sinus_day,sales,will_be_open_next_day_False,will_be_open_next_day_True,will_be_open_next_day_False,will_be_open_next_day_True
2013-01-14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,13.0,3.0,74.0,70.0,0.9711000518829505,0.2386727660059501,4717.0,0,0,0,1
2013-01-15,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,4.0,0.0,14.0,4.0,73.0,69.0,0.9668478136052776,0.255353295116187,3900.0,0,0,0,1
2013-01-16,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,3.0,0.0,15.0,5.0,72.0,68.0,0.9623090774541486,0.2719581575341055,4008.0,0,0,0,1
2013-01-17,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,16.0,6.0,71.0,67.0,0.9574851883550392,0.288482432880609,4044.0,0,0,0,1
2013-01-18,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,17.0,7.0,70.0,66.0,0.9523775757303974,0.3049212246562891,4127.0,0,0,0,1
2013-01-19,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,18.0,8.0,69.0,65.0,0.9469877530760752,0.3212696616923644,5182.0,0,0,1,0
2013-01-21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,67.0,63.0,0.9353679493131484,0.3536761221763716,5394.0,0,0,0,1
2013-01-22,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,11.0,66.0,62.0,0.9291414114031744,0.3697245428906731,5720.0,0,0,0,1
2013-01-23,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,65.0,61.0,0.9226395488404876,0.3856634062436071,5578.0,0,0,0,1
2013-01-24,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,13.0,64.0,60.0,0.9158642882672872,0.40148798920597295,5195.0,0,0,0,1
2013-01-25,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,24.0,14.0,63.0,59.0,0.9088176373395028,0.4171936026123168,5586.0,0,0,0,1
2013-01-26,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,25.0,15.0,62.0,58.0,0.901501684131884,0.4327755925504312,5598.0,0,0,1,0
2013-01-28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,27.0,17.0,60.0,56.0,0.8860706215341378,0.4635502709028509,4055.0,0,0,0,1
2013-01-29,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,28.0,18.0,59.0,55.0,0.8779600847008882,0.4787338401157885,3725.0,0,0,0,1
2013-01-30,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,29.0,19.0,58.0,54.0,0.8695893893466109,0.4937755501599772,4601.0,0,0,0,1
2013-01-31,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,30.0,20.0,57.0,53.0,0.8609610158889943,0.5086709438521044,4709.0,0,0,0,1
2013-02-01,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,31.0,21.0,56.0,52.0,0.8520775211013093,0.5234156073655503,5633.0,0,0,0,1
2013-02-02,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,32.0,22.0,55.0,51.0,0.8429415373547828,0.5380051715382996,5970.0,0,0,1,0
2013-02-04,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,34.0,24.0,53.0,49.0,0.8239230057575542,0.5667017562911176,7032.0,0,0,0,1
2013-02-05,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,25.0,52.0,48.0,0.8140460935082178,0.5808002734538009,6049.0,0,0,0,1
2013-02-06,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,26.0,51.0,47.0,0.8039279618328213,0.5947266869607634,6140.0,0,0,0,1
2013-02-07,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,27.0,50.0,46.0,0.7935716089521474,0.6084768701151261,5499.0,0,0,0,1
2013-02-08,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,38.0,28.0,49.0,45.0,0.7829801036770628,0.6220467484408675,5681.0,0,0,0,1
2013-02-09,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,39.0,29.0,48.0,44.0,0.7721565844991642,0.6354323008901774,5370.0,0,0,1,0
2013-02-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,41.0,31.0,46.0,42.0,0.7498264012045686,0.6616346182422783,4409.0,0,0,0,1
2013-02-12,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,42.0,32.0,45.0,41.0,0.7383263540031065,0.6744436188329455,4015.0,0,0,0,1
2013-02-13,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,43.0,33.0,44.0,40.0,0.7266075247685656,0.6870527672236669,4252.0,0,0,0,1
2013-02-14,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,44.0,34.0,43.0,39.0,0.7146733860429609,0.6994583270516471,4241.0,0,0,0,1
2013-02-15,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,45.0,35.0,42.0,38.0,0.7025274741691571,0.7116566222817746,4809.0,0,0,0,1
2013-02-16,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,46.0,36.0,41.0,37.0,0.6901733882429719,0.7236440382959124,6154.0,0,0,1,0
2013-02-18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,48.0,38.0,39.0,35.0,0.6648553979642865,0.7469720876965552,6407.0,0,0,0,1
2013-02-19,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,39.0,38.0,34.0,0.6518989958787126,0.7583058084785624,5386.0,0,0,0,1
2013-02-20,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,40.0,37.0,33.0,0.6387494220515272,0.7694148268839378,5660.0,0,0,0,1
2013-02-21,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,41.0,36.0,32.0,0.6254105729852463,0.7802958510707755,5261.0,0,0,0,1
2013-02-22,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,52.0,42.0,35.0,31.0,0.6118864012687243,0.7909456567567772,5000.0,0,0,0,1
2013-02-23,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,53.0,43.0,34.0,30.0,0.5981809144059164,0.8013610881746766,5237.0,0,0,1,0
2013-02-25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,55.0,45.0,32.0,28.0,0.5702422926917871,0.8214765533024142,4038.0,0,0,0,1
2013-02-26,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,56.0,46.0,31.0,27.0,0.5560174366570446,0.8311706263658079,3794.0,0,0,0,1
2013-02-27,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,57.0,47.0,30.0,26.0,0.5416278206559814,0.8406184056344782,4558.0,0,0,0,1
2013-02-28,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,58.0,48.0,29.0,25.0,0.5270777086423722,0.8498170915275278,4676.0,0,0,0,1
2013-03-01,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,59.0,49.0,28.0,24.0,0.5123714121284237,0.8587639582758029,4611.0,0,0,0,1
2013-03-02,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,9.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,60.0,50.0,27.0,23.0,0.4975132889071807,0.8674563547295968,5350.0,0,0,1,0
2013-03-04,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,62.0,52.0,25.0,21.0,0.4673592171580022,0.8840675099433636,7675.0,0,0,0,1
2013-03-05,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,63.0,53.0,24.0,20.0,0.4520722039323044,0.8919813464595485,6300.0,0,0,0,1
2013-03-06,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,54.0,23.0,19.0,0.436651231956064,0.8996308696522433,5973.0,0,0,0,1
2013-03-07,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,65.0,55.0,22.0,18.0,0.4211008707960896,0.907013812802636,5637.0,0,0,0,1
2013-03-08,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,66.0,56.0,21.0,17.0,0.40542572835999735,0.9141279881853336,5853.0,0,0,0,1
2013-03-09,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,67.0,57.0,20.0,16.0,0.389630449530788,0.9209712877166346,5578.0,0,0,1,0
2013-03-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,69.0,59.0,18.0,14.0,0.35769823883312546,0.9338372288229252,4949.0,0,0,0,1
2013-03-12,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,70.0,60.0,17.0,13.0,0.3415707691678556,0.9398560579418954,3853.0,0,0,0,1
2013-03-13,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,71.0,61.0,16.0,12.0,0.3253420847119801,0.9455963874271426,4341.0,0,0,0,1
2013-03-14,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,72.0,62.0,15.0,11.0,0.30901699437494745,0.9510565162951536,5108.0,0,0,0,1
2013-03-15,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,73.0,63.0,14.0,10.0,0.2926003356333484,0.9562348265919056,4925.0,0,0,0,1
2013-03-16,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,74.0,64.0,13.0,9.0,0.27609697309746883,0.9611297838723007,5003.0,0,0,1,0
2013-03-18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,76.0,66.0,11.0,7.0,0.2428497220959356,0.9700639218515072,7072.0,0,0,0,1
2013-03-19,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,77.0,67.0,10.0,6.0,0.2261156855082883,0.9741004551724204,6563.0,0,0,0,1
2013-03-20,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,78.0,68.0,9.0,5.0,0.20931464596304847,0.9778483415056568,5598.0,0,0,0,1
2013-03-21,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,79.0,69.0,8.0,4.0,0.19245158197083,0.9813064702716092,5179.0,0,0,0,1
2013-03-22,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,80.0,70.0,7.0,3.0,0.1755314904214282,0.9844738167520922,5506.0,0,0,0,1
2013-03-23,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,81.0,71.0,6.0,2.0,0.15855938510313478,0.9873494423939864,5603.0,0,0,1,0
2013-03-25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2013.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,5.0,83.0,73.0,4.0,1.0,0.12447926388678915,0.9922222094179324,6729.0,0,0,0,1
2013-03-26,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2013.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,84.0,1.0,3.0,1.0,0.10738134666416307,0.9942179068939521,6686.0,0,0,0,1
2013-03-27,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2013.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,85.0,1.0,2.0,1.0,0.09025161003104117,0.995918996147179,6660.0,0,0,0,1
2013-03-28,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2013.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,86.0,1.0,1.0,1.0,0.07309512989807777,0.9973249731081556,6909.0,0,0,1,0
2013-03-30,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,0.038722280892174464,0.9992500112396836,6896.0,0,0,1,0
2013-04-02,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2013.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,5.0,3.0,1.0,1.0,29.0,1.0,-0.01291029607500882,0.999916658654738,5484.0,0,0,0,1
2013-04-03,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2013.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,5.0,2.0,2.0,1.0,28.0,1.0,-0.030120304846908117,0.9995462806873572,4625.0,0,0,0,1
2013-04-04,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2013.0,14.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,5.0,1.0,3.0,1.0,27.0,1.0,-0.04732138832243185,0.9988797155850336,4293.0,0,0,0,1
2013-04-05,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2013.0,14.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,26.0,92.0,-0.06450844944931622,0.9979171608653922,4390.0,0,0,0,1
2013-04-06,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,14.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,5.0,0.0,5.0,1.0,25.0,91.0,-0.08167639533042241,0.9966589017541702,5075.0,0,0,1,0
2013-04-08,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,5.0,0.0,7.0,3.0,23.0,89.0,-0.1159345995955004,0.9932568492674144,5294.5,0,0,0,1
2013-04-09,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,8.0,4.0,22.0,88.0,-0.1330147065341959,0.9911140639934548,5514.0,0,0,0,1
2013-04-10,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,9.0,5.0,21.0,87.0,-0.1500553983446526,0.9886775902323404,4903.0,0,0,0,1
2013-04-11,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,6.0,20.0,86.0,-0.16705162550211924,0.9859481499638304,4366.0,0,0,0,1
2013-04-12,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,11.0,7.0,19.0,85.0,-0.18399835165768005,0.9829265519799822,5263.0,0,0,0,1
2013-04-13,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,18.0,84.0,-0.20089055513063506,0.97961369164549,4773.0,0,0,1,0
2013-04-15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,14.0,10.0,16.0,82.0,-0.23449138957040985,0.9721181966290612,3941.0,0,0,0,1
2013-04-16,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,15.0,11.0,15.0,81.0,-0.2511900638848193,0.9679377830240642,3357.0,0,0,0,1
2013-04-17,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,16.0,12.0,14.0,80.0,-0.2678143051621742,0.9634705485641488,3649.0,0,0,0,1
2013-04-18,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,17.0,13.0,13.0,79.0,-0.2843591872810034,0.9587178169872964,2952.0,0,0,0,1
2013-04-19,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,18.0,14.0,12.0,78.0,-0.3008198076356673,0.9536809966304456,4303.0,0,0,0,1
2013-04-20,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,16.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,19.0,15.0,11.0,77.0,-0.3171912885891061,0.9483615800121716,4350.0,0,0,1,0
2013-04-22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,21.0,17.0,9.0,75.0,-0.3496474552512284,0.9368813462954316,5672.0,0,0,0,1
2013-04-23,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,18.0,8.0,74.0,-0.36572252349726897,0.9307239310379796,4492.0,0,0,0,1
2013-04-24,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0,19.0,7.0,73.0,-0.3816892202666588,0.9242907221930934,4309.0,0,0,0,1
2013-04-25,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,20.0,6.0,72.0,-0.397542814282556,0.9175836260593936,3939.0,0,0,0,1
2013-04-26,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,25.0,21.0,5.0,71.0,-0.4132786077829042,0.9106046300942164,4841.0,0,0,0,1
2013-04-27,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,26.0,22.0,4.0,70.0,-0.4288919379124835,0.9033558023246844,5726.0,0,0,1,0
2013-04-29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,28.0,24.0,2.0,68.0,-0.459732739452104,0.8880573226294932,5821.0,0,0,0,1
