store_id,day_of_week,date,sales,is_open,has_promo,is_state_holiday,is_school_holiday,future,year,calender_week,christmas,easter,public_holiday,is_state_holiday_bool,sales_last_year,sales_weekday_avg,sales_calender_week_avg,was_open_last_day,will_be_open_next_day,last_promo_since_days,next_promo_in_days,state_holidays_in_last_7_days,state_holidays_in_next_7_days,school_holidays_in_last_7_days,school_holidays_in_next_7_days,last_state_holiday_since_days,last_school_holiday_since_days,next_state_holiday_in_days,next_school_holiday_in_days,cosinus_day,sinus_day
1,1,2013-03-18,7072.0,True,True,0,False,0,2013,12,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,1.0,76.0,66.0,11.0,7.0,0.2428497220959356,0.9700639218515072
1,2,2013-03-19,6563.0,True,True,0,False,0,2013,12,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,2.0,77.0,67.0,10.0,6.0,0.2261156855082883,0.9741004551724204
1,3,2013-03-20,5598.0,True,True,0,False,0,2013,12,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,3.0,78.0,68.0,9.0,5.0,0.20931464596304847,0.9778483415056568
1,4,2013-03-21,5179.0,True,True,0,False,0,2013,12,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,4.0,79.0,69.0,8.0,4.0,0.19245158197083,0.9813064702716092
1,5,2013-03-22,5506.0,True,True,0,False,0,2013,12,0,0,0,False,,,,True,True,1.0,3.0,0.0,1.0,0.0,5.0,80.0,70.0,7.0,3.0,0.1755314904214282,0.9844738167520922
1,6,2013-03-23,5603.0,True,False,0,False,0,2013,12,0,0,0,False,,,,True,False,1.0,2.0,0.0,1.0,0.0,5.0,81.0,71.0,6.0,2.0,0.15855938510313478,0.9873494423939864
1,1,2013-03-25,6729.0,True,True,0,True,0,2013,13,0,0,0,False,,,,False,True,3.0,1.0,0.0,2.0,0.0,5.0,83.0,73.0,4.0,1.0,0.12447926388678915,0.9922222094179324
1,2,2013-03-26,6686.0,True,True,0,True,0,2013,13,0,0,0,False,,,,True,True,1.0,1.0,0.0,2.0,1.0,5.0,84.0,1.0,3.0,1.0,0.10738134666416307,0.994217906893952
1,3,2013-03-27,6660.0,True,True,0,True,0,2013,13,0,0,0,False,,,,True,True,1.0,1.0,0.0,2.0,2.0,5.0,85.0,1.0,2.0,1.0,0.09025161003104117,0.995918996147179
1,4,2013-03-28,7285.0,True,True,0,True,0,2013,13,0,0,0,False,,,,True,False,1.0,1.0,0.0,2.0,3.0,5.0,86.0,1.0,1.0,1.0,0.07309512989807777,0.9973249731081556
1,6,2013-03-30,7132.0,True,False,0,False,0,2013,13,0,0,0,False,,,,False,False,1.0,9.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,0.038722280892174464,0.9992500112396836
1,2,2013-04-02,5484.0,True,False,0,True,0,2013,14,0,0,0,False,,,,False,True,4.0,6.0,2.0,0.0,5.0,3.0,1.0,1.0,29.0,1.0,-0.01291029607500882,0.9999166586547379
1,3,2013-04-03,4625.0,True,False,0,True,0,2013,14,0,0,0,False,,,,True,True,5.0,5.0,2.0,0.0,5.0,2.0,2.0,1.0,28.0,1.0,-0.030120304846908117,0.9995462806873572
1,4,2013-04-04,4293.0,True,False,0,True,0,2013,14,0,0,0,False,,,,True,True,6.0,4.0,2.0,0.0,5.0,1.0,3.0,1.0,27.0,1.0,-0.04732138832243185,0.9988797155850336
1,5,2013-04-05,4390.0,True,False,0,True,0,2013,14,0,0,0,False,,,,True,True,7.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,26.0,92.0,-0.06450844944931622,0.9979171608653922
1,6,2013-04-06,5075.0,True,False,0,False,0,2013,14,0,0,0,False,,,,True,False,8.0,2.0,1.0,0.0,5.0,0.0,5.0,1.0,25.0,91.0,-0.08167639533042241,0.9966589017541702
1,1,2013-04-08,6046.0,True,True,0,False,0,2013,15,0,0,0,False,,,,False,True,10.0,1.0,1.0,0.0,5.0,0.0,7.0,3.0,23.0,89.0,-0.1159345995955004,0.9932568492674144
1,2,2013-04-09,5514.0,True,True,0,False,0,2013,15,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,4.0,0.0,8.0,4.0,22.0,88.0,-0.1330147065341959,0.9911140639934548
1,3,2013-04-10,4903.0,True,True,0,False,0,2013,15,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,3.0,0.0,9.0,5.0,21.0,87.0,-0.1500553983446526,0.9886775902323404
1,4,2013-04-11,4366.0,True,True,0,False,0,2013,15,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,2.0,0.0,10.0,6.0,20.0,86.0,-0.16705162550211924,0.9859481499638304
1,5,2013-04-12,5263.0,True,True,0,False,0,2013,15,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,1.0,0.0,11.0,7.0,19.0,85.0,-0.18399835165768005,0.9829265519799822
1,6,2013-04-13,4773.0,True,False,0,False,0,2013,15,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,18.0,84.0,-0.20089055513063506,0.97961369164549
1,1,2013-04-15,3941.0,True,False,0,False,0,2013,16,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,0.0,0.0,14.0,10.0,16.0,82.0,-0.23449138957040985,0.9721181966290612
1,2,2013-04-16,3357.0,True,False,0,False,0,2013,16,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,0.0,0.0,15.0,11.0,15.0,81.0,-0.2511900638848193,0.9679377830240642
1,3,2013-04-17,3649.0,True,False,0,False,0,2013,16,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,0.0,0.0,16.0,12.0,14.0,80.0,-0.2678143051621742,0.9634705485641488
1,4,2013-04-18,2952.0,True,False,0,False,0,2013,16,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,0.0,0.0,17.0,13.0,13.0,79.0,-0.2843591872810034,0.9587178169872964
1,5,2013-04-19,4303.0,True,False,0,False,0,2013,16,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,0.0,0.0,18.0,14.0,12.0,78.0,-0.3008198076356673,0.9536809966304456
1,6,2013-04-20,4350.0,True,False,0,False,0,2013,16,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,19.0,15.0,11.0,77.0,-0.3171912885891061,0.9483615800121716
1,1,2013-04-22,5672.0,True,True,0,False,0,2013,17,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,0.0,21.0,17.0,9.0,75.0,-0.3496474552512284,0.9368813462954316
1,2,2013-04-23,4492.0,True,True,0,False,0,2013,17,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,22.0,18.0,8.0,74.0,-0.36572252349726897,0.9307239310379796
1,3,2013-04-24,4309.0,True,True,0,False,0,2013,17,0,0,0,False,,,,True,True,1.0,1.0,0.0,1.0,0.0,0.0,23.0,19.0,7.0,73.0,-0.3816892202666588,0.9242907221930934
1,4,2013-04-25,3939.0,True,True,0,False,0,2013,17,0,0,0,False,,,,True,True,1.0,1.0,0.0,1.0,0.0,0.0,24.0,20.0,6.0,72.0,-0.397542814282556,0.9175836260593936
1,5,2013-04-26,4841.0,True,True,0,False,0,2013,17,0,0,0,False,,,,True,True,1.0,3.0,0.0,1.0,0.0,0.0,25.0,21.0,5.0,71.0,-0.4132786077829042,0.9106046300942164
1,6,2013-04-27,5726.0,True,False,0,False,0,2013,17,0,0,0,False,,,,True,False,1.0,2.0,0.0,1.0,0.0,0.0,26.0,22.0,4.0,70.0,-0.4288919379124835,0.9033558023246844
1,1,2013-04-29,5821.0,True,True,0,False,0,2013,18,0,0,0,False,,,,False,True,3.0,1.0,0.0,1.0,0.0,0.0,28.0,24.0,2.0,68.0,-0.45973273945210397,0.8880573226294932
1,2,2013-04-30,5925.0,True,True,0,False,0,2013,18,0,0,0,False,,,,True,False,1.0,1.0,0.0,1.0,0.0,0.0,29.0,25.0,1.0,67.0,-0.47495107206704995,0.8800122039735357
1,4,2013-05-02,6486.0,True,True,0,False,0,2013,18,0,0,0,False,,,,False,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,65.0,-0.5049610547215204,0.8631421280499114
1,5,2013-05-03,6027.0,True,True,0,False,0,2013,18,0,0,0,False,,,,True,True,1.0,10.0,1.0,1.0,0.0,0.0,2.0,28.0,6.0,64.0,-0.5197438121555155,0.8543221697498271
1,6,2013-05-04,5912.0,True,False,0,False,0,2013,18,0,0,0,False,,,,True,False,1.0,9.0,1.0,1.0,0.0,0.0,3.0,29.0,5.0,63.0,-0.5343725582809786,0.8452490573530633
1,1,2013-05-06,4568.0,True,False,0,False,0,2013,19,0,0,0,False,,,,False,True,3.0,7.0,1.0,1.0,0.0,0.0,5.0,31.0,3.0,61.0,-0.5631507242749186,0.8263541987239096
1,2,2013-05-07,4624.0,True,False,0,False,0,2013,19,0,0,0,False,,,,True,True,4.0,6.0,1.0,1.0,0.0,0.0,6.0,32.0,2.0,60.0,-0.5772916165517272,0.8165380514459161
1,3,2013-05-08,5230.0,True,False,0,False,0,2013,19,0,0,0,False,,,,True,False,5.0,5.0,1.0,1.0,0.0,0.0,7.0,33.0,1.0,59.0,-0.5912614448635781,0.8064799463209448
1,5,2013-05-10,5409.0,True,False,0,False,0,2013,19,0,0,0,False,,,,False,True,7.0,3.0,1.0,0.0,0.0,0.0,1.0,35.0,10.0,57.0,-0.6186714032625031,0.7856498550787147
1,6,2013-05-11,5064.0,True,False,0,False,0,2013,19,0,0,0,False,,,,True,False,8.0,2.0,1.0,0.0,0.0,0.0,2.0,36.0,9.0,56.0,-0.6321034111873487,0.7748840413670407
1,1,2013-05-13,6106.0,True,True,0,False,0,2013,20,0,0,0,False,,,,False,True,10.0,1.0,1.0,1.0,0.0,0.0,4.0,38.0,7.0,54.0,-0.6584015846980488,0.7526668275320084
1,2,2013-05-14,5083.0,True,True,0,False,0,2013,20,0,0,0,False,,,,True,True,1.0,1.0,1.0,1.0,0.0,0.0,5.0,39.0,6.0,53.0,-0.6712599575675313,0.741222010848596
1,3,2013-05-15,4790.0,True,True,0,False,0,2013,20,0,0,0,False,,,,True,True,1.0,1.0,1.0,1.0,0.0,0.0,6.0,40.0,5.0,52.0,-0.6839194216246106,0.7295575540864875
1,4,2013-05-16,4448.0,True,True,0,False,0,2013,20,0,0,0,False,,,,True,True,1.0,1.0,1.0,1.0,0.0,0.0,7.0,41.0,4.0,51.0,-0.6963762255968722,0.7176769136759621
1,5,2013-05-17,4856.0,True,True,0,False,0,2013,20,0,0,0,False,,,,True,True,1.0,10.0,0.0,1.0,0.0,0.0,8.0,42.0,3.0,50.0,-0.7086266782644596,0.705583610107178
1,6,2013-05-18,4413.0,True,False,0,False,0,2013,20,0,0,0,False,,,,True,False,1.0,9.0,0.0,1.0,0.0,0.0,9.0,43.0,2.0,49.0,-0.7206671495538609,0.6932812268869777
1,2,2013-05-21,4789.0,True,False,0,False,0,2013,21,0,0,0,False,,,,False,True,4.0,6.0,1.0,0.0,0.0,0.0,1.0,46.0,9.0,46.0,-0.7554933140726803,0.6551563572090853
1,3,2013-05-22,3559.0,True,False,0,False,0,2013,21,0,0,0,False,,,,True,True,5.0,5.0,1.0,0.0,0.0,0.0,2.0,47.0,8.0,45.0,-0.7666588193001591,0.6420547132365637
1,4,2013-05-23,4030.0,True,False,0,False,0,2013,21,0,0,0,False,,,,True,True,6.0,4.0,1.0,1.0,0.0,0.0,3.0,48.0,7.0,44.0,-0.777597146973627,0.6287628145958344
1,5,2013-05-24,4232.0,True,False,0,False,0,2013,21,0,0,0,False,,,,True,True,7.0,3.0,1.0,1.0,0.0,0.0,4.0,49.0,6.0,43.0,-0.7883050558305255,0.6152845999633276
1,6,2013-05-25,4408.0,True,False,0,False,0,2013,21,0,0,0,False,,,,True,False,8.0,2.0,1.0,1.0,0.0,0.0,5.0,50.0,5.0,42.0,-0.7987793728863649,0.6016240632249226
1,1,2013-05-27,5519.0,True,True,0,False,0,2013,22,0,0,0,False,,,,False,True,10.0,1.0,1.0,1.0,0.0,0.0,7.0,52.0,3.0,40.0,-0.8190148866680801,0.5737722679043246
1,2,2013-05-28,4995.0,True,True,0,False,0,2013,22,0,0,0,False,,,,True,True,1.0,1.0,0.0,1.0,0.0,0.0,8.0,53.0,2.0,39.0,-0.8287700871745038,0.5595892624101765
1,3,2013-05-29,5784.0,True,True,0,False,0,2013,22,0,0,0,False,,,,True,False,1.0,1.0,0.0,1.0,0.0,0.0,9.0,54.0,1.0,38.0,-0.8382797052177744,0.545240438540651
1,5,2013-05-31,7893.0,True,True,0,False,0,2013,22,0,0,0,False,,,,False,True,1.0,3.0,1.0,0.0,0.0,0.0,1.0,56.0,125.0,36.0,-0.8565509959010036,0.5160623910158528
1,6,2013-06-01,5693.0,True,False,0,False,0,2013,22,0,0,0,False,,,,True,False,1.0,2.0,1.0,0.0,0.0,0.0,2.0,57.0,124.0,35.0,-0.8653072543632059,0.5012418134457758
1,1,2013-06-03,5422.0,True,True,0,False,0,2013,23,0,0,0,False,,,,False,True,3.0,1.0,1.0,0.0,0.0,0.0,4.0,59.0,122.0,33.0,-0.8820480249558537,0.4711595076738638
1,2,2013-06-04,5220.0,True,True,0,False,0,2013,23,0,0,0,False,,,,True,True,1.0,1.0,1.0,0.0,0.0,0.0,5.0,60.0,121.0,32.0,-0.8900275764346767,0.4559066935084588
1,3,2013-06-05,5012.0,True,True,0,False,0,2013,23,0,0,0,False,,,,True,True,1.0,1.0,1.0,0.0,0.0,0.0,6.0,61.0,120.0,31.0,-0.8977433935342337,0.44051878435049496
1,4,2013-06-06,4881.0,True,True,0,False,0,2013,23,0,0,0,False,,,,True,True,1.0,1.0,1.0,0.0,0.0,0.0,7.0,62.0,119.0,30.0,-0.9051931898913974,0.42500033996955416
1,5,2013-06-07,4315.0,True,True,0,False,0,2013,23,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,0.0,0.0,8.0,63.0,118.0,29.0,-0.9123747579707272,0.4093559588156213
